country,region,sport,segment,score,supply,demand,appetite,agent_density,country_confidence
Slovenia,balkans,boxing,popular,42.9,0.504,0.514,0.337,0.7,estimate
Slovenia,balkans,MMA,popular,41.9,0.46,0.541,0.241,0.66,estimate
Slovenia,balkans,gymnastics,niche,49.4,0.484,0.413,0.471,0.42,estimate
Slovenia,balkans,handball,niche,53.2,0.532,0.496,0.41,0.42,estimate
Slovenia,balkans,rowing,niche,50.0,0.353,0.238,0.56,0.18,estimate
Slovenia,balkans,skateboarding,niche,53.3,0.484,0.339,0.598,0.28,estimate
Slovenia,balkans,motorsport,popular,30.3,0.247,0.606,0.048,0.85,estimate
Bulgaria,balkans,running / trail,niche,72.5,0.82,0.459,0.854,0.1,estimate
Bulgaria,balkans,cycling,niche,61.8,0.714,0.547,0.615,0.35,estimate
Bulgaria,balkans,swimming,niche,63.5,0.692,0.459,0.717,0.25,estimate
Bulgaria,balkans,football,popular,50.7,0.746,0.867,0.179,0.88,estimate
Bulgaria,balkans,fitness / gym,niche,68.6,0.74,0.299,0.912,0.08,estimate
Bulgaria,balkans,padel,niche,45.7,0.312,0.133,0.667,0.15,estimate
Bulgaria,balkans,tennis,popular,42.4,0.538,0.592,0.272,0.78,estimate
Bulgaria,balkans,basketball,popular,49.1,0.649,0.729,0.231,0.78,estimate
Bulgaria,balkans,volleyball,popular,53.5,0.566,0.508,0.444,0.45,estimate
Bulgaria,balkans,climbing,niche,55.4,0.436,0.247,0.673,0.12,estimate
Bulgaria,balkans,athletics,popular,50.9,0.559,0.547,0.368,0.48,estimate
Bulgaria,balkans,triathlon,niche,50.5,0.346,0.266,0.5,0.14,estimate
Bulgaria,balkans,surfing,niche,36.6,0.189,0.172,0.407,0.22,estimate
Bulgaria,balkans,golf,popular,28.9,0.302,0.342,0.308,0.72,estimate
Bulgaria,balkans,boxing,popular,39.1,0.418,0.5,0.242,0.7,estimate
Bulgaria,balkans,MMA,popular,38.4,0.374,0.527,0.167,0.66,estimate
Bulgaria,balkans,gymnastics,niche,45.3,0.398,0.4,0.359,0.42,estimate
Bulgaria,balkans,handball,niche,49.2,0.446,0.482,0.304,0.42,estimate
Bulgaria,balkans,rowing,niche,45.8,0.268,0.224,0.444,0.18,estimate
Bulgaria,balkans,skateboarding,niche,49.2,0.398,0.325,0.483,0.28,estimate
Bulgaria,balkans,motorsport,popular,27.6,0.161,0.592,0.031,0.85,estimate
Romania,balkans,running / trail,niche,72.4,0.817,0.464,0.846,0.1,estimate
Romania,balkans,cycling,niche,61.6,0.71,0.553,0.6,0.35,estimate
Romania,balkans,swimming,niche,63.3,0.688,0.464,0.704,0.25,estimate
Romania,balkans,football,popular,50.6,0.742,0.873,0.17,0.88,estimate
Romania,balkans,fitness / gym,niche,68.6,0.736,0.304,0.907,0.08,estimate
Romania,balkans,padel,niche,45.5,0.308,0.138,0.652,0.15,estimate
Romania,balkans,tennis,popular,42.2,0.534,0.598,0.259,0.78,estimate
Romania,balkans,basketball,popular,48.9,0.645,0.735,0.22,0.78,estimate
Romania,balkans,volleyball,popular,53.3,0.562,0.513,0.429,0.45,estimate
Romania,balkans,climbing,niche,55.2,0.432,0.252,0.659,0.12,estimate
Romania,balkans,athletics,popular,50.7,0.555,0.553,0.353,0.48,estimate
Romania,balkans,triathlon,niche,50.2,0.342,0.272,0.484,0.14,estimate
Romania,balkans,surfing,niche,36.4,0.185,0.178,0.391,0.22,estimate
Romania,balkans,golf,popular,28.7,0.298,0.348,0.294,0.72,estimate
Romania,balkans,boxing,popular,38.9,0.414,0.506,0.231,0.7,estimate
Romania,balkans,MMA,popular,38.3,0.37,0.533,0.158,0.66,estimate
Romania,balkans,gymnastics,niche,45.1,0.394,0.405,0.344,0.42,estimate
Romania,balkans,handball,niche,49.0,0.442,0.488,0.29,0.42,estimate
Romania,balkans,rowing,niche,45.6,0.264,0.23,0.429,0.18,estimate
Romania,balkans,skateboarding,niche,49.0,0.394,0.331,0.467,0.28,estimate
Romania,balkans,motorsport,popular,27.6,0.157,0.598,0.029,0.85,estimate
Cyprus,balkans,running / trail,niche,72.7,0.828,0.453,0.865,0.1,estimate
Cyprus,balkans,cycling,niche,62.2,0.722,0.541,0.636,0.35,estimate
Cyprus,balkans,swimming,niche,63.8,0.699,0.453,0.735,0.25,estimate
Cyprus,balkans,football,popular,51.0,0.753,0.861,0.193,0.88,estimate
Cyprus,balkans,fitness / gym,niche,68.8,0.747,0.293,0.919,0.08,estimate
Cyprus,balkans,padel,niche,46.0,0.319,0.127,0.686,0.15,estimate
Cyprus,balkans,tennis,popular,42.7,0.546,0.586,0.29,0.78,estimate
Cyprus,balkans,basketball,popular,49.4,0.657,0.723,0.247,0.78,estimate
Cyprus,balkans,volleyball,popular,53.9,0.574,0.502,0.467,0.45,estimate
Cyprus,balkans,climbing,niche,55.8,0.444,0.241,0.692,0.12,estimate
Cyprus,balkans,athletics,popular,51.3,0.566,0.541,0.389,0.48,estimate
Cyprus,balkans,triathlon,niche,50.9,0.353,0.26,0.522,0.14,estimate
Cyprus,balkans,surfing,niche,37.0,0.197,0.166,0.429,0.22,estimate
Cyprus,balkans,golf,popular,29.2,0.309,0.336,0.327,0.72,estimate
Cyprus,balkans,boxing,popular,39.4,0.426,0.495,0.259,0.7,estimate
Cyprus,balkans,MMA,popular,38.7,0.381,0.521,0.179,0.66,estimate
Cyprus,balkans,gymnastics,niche,45.7,0.405,0.394,0.38,0.42,estimate
Cyprus,balkans,handball,niche,49.5,0.454,0.476,0.323,0.42,estimate
Cyprus,balkans,rowing,niche,46.2,0.275,0.218,0.467,0.18,estimate
Cyprus,balkans,skateboarding,niche,49.6,0.405,0.319,0.505,0.28,estimate
Cyprus,balkans,motorsport,popular,27.7,0.169,0.586,0.034,0.85,estimate
Malta,italy,running / trail,niche,72.8,0.832,0.443,0.875,0.1,estimate
Malta,italy,cycling,niche,66.7,0.787,0.591,0.656,0.35,estimate
Malta,italy,swimming,niche,64.0,0.703,0.443,0.752,0.25,estimate
Malta,italy,football,popular,51.8,0.767,0.861,0.207,0.88,estimate
Malta,italy,fitness / gym,niche,68.8,0.751,0.283,0.925,0.08,estimate
Malta,italy,padel,niche,65.6,0.604,0.384,0.705,0.15,estimate
Malta,italy,tennis,popular,42.9,0.549,0.577,0.308,0.78,estimate
Malta,italy,basketball,popular,45.6,0.603,0.659,0.264,0.78,estimate
Malta,italy,volleyball,popular,56.8,0.616,0.529,0.489,0.45,estimate
Malta,italy,climbing,niche,56.0,0.447,0.231,0.711,0.12,estimate
Malta,italy,athletics,popular,51.5,0.57,0.532,0.41,0.48,estimate
Malta,italy,triathlon,niche,51.1,0.357,0.251,0.544,0.14,estimate
Malta,italy,surfing,niche,50.0,0.385,0.332,0.45,0.22,estimate
Malta,italy,golf,popular,42.2,0.498,0.502,0.347,0.72,estimate
Malta,italy,boxing,popular,39.6,0.429,0.485,0.277,0.7,estimate
Malta,italy,MMA,popular,38.8,0.385,0.512,0.193,0.66,estimate
Malta,italy,gymnastics,niche,45.9,0.409,0.384,0.401,0.42,estimate
Malta,italy,handball,niche,44.7,0.385,0.398,0.343,0.42,estimate
Malta,italy,rowing,niche,46.5,0.279,0.209,0.489,0.18,estimate
Malta,italy,skateboarding,niche,49.8,0.409,0.31,0.527,0.28,estimate
Malta,italy,motorsport,popular,31.9,0.235,0.636,0.037,0.85,estimate
Poland,cee,running / trail,niche,71.9,0.8,0.485,0.811,0.1,measured
Poland,cee,cycling,niche,60.6,0.694,0.573,0.538,0.35,measured
Poland,cee,swimming,niche,62.5,0.671,0.485,0.649,0.25,measured
Poland,cee,football,popular,48.6,0.703,0.873,0.137,0.88,measured
Poland,cee,fitness / gym,niche,68.2,0.719,0.325,0.883,0.08,measured
Poland,cee,padel,niche,41.5,0.247,0.117,0.593,0.15,measured
Poland,cee,tennis,popular,41.5,0.518,0.619,0.214,0.78,measured
Poland,cee,basketball,popular,43.3,0.556,0.687,0.179,0.78,measured
Poland,cee,volleyball,popular,53.1,0.556,0.544,0.368,0.45,measured
Poland,cee,climbing,niche,54.4,0.416,0.273,0.6,0.12,measured
Poland,cee,athletics,popular,51.8,0.566,0.6,0.298,0.48,measured
Poland,cee,triathlon,niche,49.3,0.325,0.293,0.422,0.14,measured
Poland,cee,surfing,niche,23.9,0.0,0.039,0.333,0.22,measured
Poland,cee,golf,popular,31.0,0.325,0.411,0.245,0.72,measured
Poland,cee,boxing,popular,38.3,0.398,0.527,0.189,0.7,measured
Poland,cee,MMA,popular,37.8,0.353,0.554,0.127,0.66,measured
Poland,cee,gymnastics,niche,44.3,0.377,0.426,0.29,0.42,measured
Poland,cee,handball,niche,46.8,0.405,0.489,0.241,0.42,measured
Poland,cee,rowing,niche,44.7,0.247,0.251,0.368,0.18,measured
Poland,cee,skateboarding,niche,48.0,0.377,0.352,0.405,0.28,measured
Poland,cee,motorsport,popular,27.5,0.141,0.619,0.023,0.85,measured
Czechia,cee,running / trail,niche,74.9,0.883,0.48,0.884,0.1,estimate
Czechia,cee,cycling,niche,64.6,0.776,0.568,0.674,0.35,estimate
Czechia,cee,swimming,niche,66.2,0.754,0.48,0.766,0.25,estimate
Czechia,cee,football,popular,51.8,0.786,0.868,0.22,0.88,estimate
Czechia,cee,fitness / gym,niche,70.9,0.802,0.32,0.931,0.08,estimate
Czechia,cee,padel,niche,45.4,0.33,0.112,0.721,0.15,estimate
Czechia,cee,tennis,popular,45.2,0.601,0.614,0.326,0.78,estimate
Czechia,cee,basketball,popular,46.8,0.639,0.682,0.28,0.78,estimate
Czechia,cee,volleyball,popular,57.2,0.639,0.539,0.508,0.45,estimate
Czechia,cee,climbing,niche,58.2,0.498,0.268,0.727,0.12,estimate
Czechia,cee,athletics,popular,55.8,0.649,0.595,0.429,0.48,estimate
Czechia,cee,triathlon,niche,53.4,0.408,0.288,0.564,0.14,estimate
Czechia,cee,surfing,niche,27.9,0.083,0.034,0.47,0.22,estimate
Czechia,cee,golf,popular,34.8,0.408,0.406,0.365,0.72,estimate
Czechia,cee,boxing,popular,41.8,0.48,0.522,0.293,0.7,estimate
Czechia,cee,MMA,popular,41.0,0.436,0.549,0.205,0.66,estimate
Czechia,cee,gymnastics,niche,48.2,0.46,0.421,0.42,0.42,estimate
Czechia,cee,handball,niche,50.6,0.488,0.484,0.361,0.42,estimate
Czechia,cee,rowing,niche,48.8,0.33,0.246,0.508,0.18,estimate
Czechia,cee,skateboarding,niche,52.1,0.46,0.347,0.547,0.28,estimate
Czechia,cee,motorsport,popular,29.7,0.223,0.614,0.04,0.85,estimate
Slovakia,cee,running / trail,niche,73.8,0.855,0.464,0.876,0.1,estimate
Slovakia,cee,cycling,niche,63.4,0.748,0.553,0.658,0.35,estimate
Slovakia,cee,swimming,niche,65.0,0.726,0.464,0.753,0.25,estimate
Slovakia,cee,football,popular,50.6,0.758,0.852,0.208,0.88,estimate
Slovakia,cee,fitness / gym,niche,69.8,0.774,0.304,0.926,0.08,estimate
Slovakia,cee,padel,niche,44.2,0.302,0.096,0.706,0.15,estimate
Slovakia,cee,tennis,popular,43.9,0.573,0.598,0.31,0.78,estimate
Slovakia,cee,basketball,popular,45.6,0.611,0.666,0.265,0.78,estimate
Slovakia,cee,volleyball,popular,55.9,0.611,0.523,0.49,0.45,estimate
Slovakia,cee,climbing,niche,57.0,0.47,0.252,0.712,0.12,estimate
Slovakia,cee,athletics,popular,54.5,0.621,0.579,0.412,0.48,estimate
Slovakia,cee,triathlon,niche,52.1,0.38,0.272,0.546,0.14,estimate
Slovakia,cee,surfing,niche,26.6,0.055,0.018,0.452,0.22,estimate
Slovakia,cee,golf,popular,33.5,0.38,0.39,0.348,0.72,estimate
Slovakia,cee,boxing,popular,40.6,0.452,0.506,0.278,0.7,estimate
Slovakia,cee,MMA,popular,39.8,0.408,0.533,0.194,0.66,estimate
Slovakia,cee,gymnastics,niche,46.9,0.432,0.405,0.402,0.42,estimate
Slovakia,cee,handball,niche,49.3,0.46,0.468,0.344,0.42,estimate
Slovakia,cee,rowing,niche,47.5,0.302,0.23,0.49,0.18,estimate
Slovakia,cee,skateboarding,niche,50.8,0.432,0.331,0.529,0.28,estimate
Slovakia,cee,motorsport,popular,28.6,0.195,0.598,0.037,0.85,estimate
Hungary,cee,running / trail,niche,73.5,0.845,0.472,0.862,0.1,estimate
Hungary,cee,cycling,niche,62.9,0.739,0.561,0.631,0.35,estimate
Hungary,cee,swimming,niche,64.6,0.716,0.472,0.73,0.25,estimate
Hungary,cee,football,popular,50.3,0.748,0.86,0.189,0.88,estimate
Hungary,cee,fitness / gym,niche,69.6,0.764,0.312,0.917,0.08,estimate
Hungary,cee,padel,niche,43.7,0.292,0.105,0.681,0.15,estimate
Hungary,cee,tennis,popular,43.5,0.563,0.606,0.285,0.78,estimate
Hungary,cee,basketball,popular,45.2,0.602,0.674,0.243,0.78,estimate
Hungary,cee,volleyball,popular,55.4,0.602,0.532,0.461,0.45,estimate
Hungary,cee,climbing,niche,56.5,0.461,0.26,0.687,0.12,estimate
Hungary,cee,athletics,popular,54.0,0.612,0.587,0.383,0.48,estimate
Hungary,cee,triathlon,niche,51.6,0.371,0.28,0.516,0.14,estimate
Hungary,cee,surfing,niche,26.1,0.045,0.026,0.423,0.22,estimate
Hungary,cee,golf,popular,33.0,0.371,0.398,0.322,0.72,estimate
Hungary,cee,boxing,popular,40.2,0.443,0.514,0.255,0.7,estimate
Hungary,cee,MMA,popular,39.4,0.399,0.541,0.176,0.66,estimate
Hungary,cee,gymnastics,niche,46.4,0.422,0.413,0.374,0.42,estimate
Hungary,cee,handball,niche,48.9,0.45,0.476,0.318,0.42,estimate
Hungary,cee,rowing,niche,47.0,0.292,0.238,0.461,0.18,estimate
Hungary,cee,skateboarding,niche,50.3,0.422,0.339,0.499,0.28,estimate
Hungary,cee,motorsport,popular,28.5,0.186,0.606,0.033,0.85,estimate
Estonia,cee,running / trail,niche,74.6,0.883,0.453,0.902,0.1,estimate
Estonia,cee,cycling,niche,64.7,0.776,0.541,0.714,0.35,estimate
Estonia,cee,swimming,niche,66.1,0.754,0.453,0.798,0.25,estimate
Estonia,cee,football,popular,51.8,0.786,0.84,0.254,0.88,estimate
Estonia,cee,fitness / gym,niche,70.5,0.802,0.293,0.942,0.08,estimate
Estonia,cee,padel,niche,45.4,0.33,0.085,0.758,0.15,estimate
Estonia,cee,tennis,popular,45.3,0.601,0.586,0.368,0.78,estimate
Estonia,cee,basketball,popular,46.9,0.639,0.655,0.319,0.78,estimate
Estonia,cee,volleyball,popular,57.4,0.639,0.512,0.556,0.45,estimate
Estonia,cee,climbing,niche,58.2,0.498,0.241,0.763,0.12,estimate
Estonia,cee,athletics,popular,55.9,0.649,0.567,0.476,0.48,estimate
Estonia,cee,triathlon,niche,53.6,0.408,0.26,0.61,0.14,estimate
Estonia,cee,surfing,niche,28.1,0.083,0.006,0.517,0.22,estimate
Estonia,cee,golf,popular,34.9,0.408,0.378,0.41,0.72,estimate
Estonia,cee,boxing,popular,41.9,0.48,0.495,0.333,0.7,estimate
Estonia,cee,MMA,popular,40.9,0.436,0.521,0.238,0.66,estimate
Estonia,cee,gymnastics,niche,48.4,0.46,0.394,0.467,0.42,estimate
Estonia,cee,handball,niche,50.7,0.488,0.456,0.405,0.42,estimate
Estonia,cee,rowing,niche,48.9,0.33,0.218,0.556,0.18,estimate
Estonia,cee,skateboarding,niche,52.3,0.46,0.319,0.593,0.28,estimate
Estonia,cee,motorsport,popular,29.3,0.223,0.586,0.048,0.85,estimate
Latvia,cee,running / trail,niche,73.8,0.861,0.446,0.892,0.1,estimate
Latvia,cee,cycling,niche,63.7,0.754,0.535,0.693,0.35,estimate
Latvia,cee,swimming,niche,65.2,0.732,0.446,0.782,0.25,estimate
Latvia,cee,football,popular,50.8,0.764,0.834,0.236,0.88,estimate
Latvia,cee,fitness / gym,niche,69.8,0.78,0.286,0.936,0.08,estimate
Latvia,cee,padel,niche,44.5,0.308,0.079,0.739,0.15,estimate
Latvia,cee,tennis,popular,44.2,0.579,0.58,0.345,0.78,estimate
Latvia,cee,basketball,popular,45.9,0.617,0.648,0.298,0.78,estimate
Latvia,cee,volleyball,popular,56.3,0.617,0.505,0.531,0.45,estimate
Latvia,cee,climbing,niche,57.3,0.476,0.234,0.744,0.12,estimate
Latvia,cee,athletics,popular,54.9,0.627,0.561,0.451,0.48,estimate
Latvia,cee,triathlon,niche,52.5,0.386,0.254,0.586,0.14,estimate
Latvia,cee,surfing,niche,27.0,0.061,0.0,0.492,0.22,estimate
Latvia,cee,golf,popular,33.9,0.386,0.372,0.386,0.72,estimate
Latvia,cee,boxing,popular,40.9,0.458,0.488,0.311,0.7,estimate
Latvia,cee,MMA,popular,40.0,0.414,0.515,0.22,0.66,estimate
Latvia,cee,gymnastics,niche,47.3,0.438,0.387,0.442,0.42,estimate
Latvia,cee,handball,niche,49.7,0.466,0.45,0.381,0.42,estimate
Latvia,cee,rowing,niche,47.9,0.308,0.212,0.531,0.18,estimate
Latvia,cee,skateboarding,niche,51.2,0.438,0.313,0.569,0.28,estimate
Latvia,cee,motorsport,popular,28.5,0.201,0.58,0.043,0.85,estimate
Lithuania,cee,running / trail,niche,73.7,0.855,0.459,0.88,0.1,estimate
Lithuania,cee,cycling,niche,63.4,0.748,0.547,0.667,0.35,estimate
Lithuania,cee,swimming,niche,65.0,0.726,0.459,0.76,0.25,estimate
Lithuania,cee,football,popular,50.6,0.758,0.846,0.214,0.88,estimate
Lithuania,cee,fitness / gym,niche,69.7,0.774,0.299,0.929,0.08,estimate
Lithuania,cee,padel,niche,44.2,0.302,0.091,0.714,0.15,estimate
Lithuania,cee,tennis,popular,43.9,0.573,0.592,0.318,0.78,estimate
Lithuania,cee,basketball,popular,45.6,0.611,0.661,0.273,0.78,estimate
Lithuania,cee,volleyball,popular,55.9,0.611,0.518,0.5,0.45,estimate
Lithuania,cee,climbing,niche,57.0,0.47,0.247,0.72,0.12,estimate
Lithuania,cee,athletics,popular,54.5,0.621,0.573,0.421,0.48,estimate
Lithuania,cee,triathlon,niche,52.2,0.38,0.266,0.556,0.14,estimate
Lithuania,cee,surfing,niche,26.7,0.055,0.012,0.462,0.22,estimate
Lithuania,cee,golf,popular,33.5,0.38,0.384,0.357,0.72,estimate
Lithuania,cee,boxing,popular,40.6,0.452,0.5,0.286,0.7,estimate
Lithuania,cee,MMA,popular,39.7,0.408,0.527,0.2,0.66,estimate
Lithuania,cee,gymnastics,niche,47.0,0.432,0.4,0.412,0.42,estimate
Lithuania,cee,handball,niche,49.3,0.46,0.462,0.353,0.42,estimate
Lithuania,cee,rowing,niche,47.5,0.302,0.224,0.5,0.18,estimate
Lithuania,cee,skateboarding,niche,50.9,0.432,0.325,0.538,0.28,estimate
Lithuania,cee,motorsport,popular,28.6,0.195,0.592,0.038,0.85,estimate
United States,north_america,running / trail,niche,77.3,0.911,0.562,0.838,0.1,estimate
United States,north_america,cycling,niche,60.6,0.722,0.572,0.585,0.35,estimate
United States,north_america,swimming,niche,66.2,0.754,0.536,0.691,0.25,estimate
United States,north_america,football,popular,40.8,0.623,0.769,0.161,0.88,estimate
United States,north_america,fitness / gym,niche,71.6,0.802,0.376,0.902,0.08,estimate
United States,north_america,padel,niche,46.9,0.353,0.19,0.638,0.15,estimate
United States,north_america,tennis,popular,45.1,0.601,0.669,0.248,0.78,estimate
United States,north_america,basketball,popular,56.2,0.774,0.865,0.209,0.78,estimate
United States,north_america,volleyball,popular,52.6,0.577,0.536,0.414,0.45,estimate
United States,north_america,climbing,niche,58.1,0.498,0.324,0.645,0.12,estimate
United States,north_america,athletics,popular,53.6,0.621,0.624,0.339,0.48,estimate
United States,north_america,triathlon,niche,53.1,0.408,0.343,0.469,0.14,estimate
United States,north_america,surfing,niche,52.1,0.436,0.425,0.377,0.22,estimate
United States,north_america,golf,popular,50.6,0.639,0.681,0.282,0.72,estimate
United States,north_america,boxing,popular,43.8,0.508,0.604,0.22,0.7,estimate
United States,north_america,MMA,popular,45.5,0.498,0.663,0.15,0.66,estimate
United States,north_america,gymnastics,niche,48.0,0.46,0.477,0.331,0.42,estimate
United States,north_america,handball,niche,22.5,0.083,0.155,0.278,0.42,estimate
United States,north_america,rowing,niche,48.5,0.33,0.301,0.414,0.18,estimate
United States,north_america,skateboarding,niche,56.1,0.522,0.461,0.452,0.28,estimate
United States,north_america,motorsport,popular,30.6,0.223,0.669,0.027,0.85,estimate
Canada,north_america,running / trail,niche,77.3,0.916,0.534,0.867,0.1,estimate
Canada,north_america,cycling,niche,61.0,0.727,0.544,0.639,0.35,estimate
Canada,north_america,swimming,niche,66.4,0.759,0.508,0.737,0.25,estimate
Canada,north_america,football,popular,40.9,0.628,0.741,0.195,0.88,estimate
Canada,north_america,fitness / gym,niche,71.4,0.807,0.348,0.92,0.08,estimate
Canada,north_america,padel,niche,47.2,0.359,0.162,0.689,0.15,estimate
Canada,north_america,tennis,popular,45.3,0.606,0.641,0.292,0.78,estimate
Canada,north_america,basketball,popular,56.3,0.779,0.837,0.249,0.78,estimate
Canada,north_america,volleyball,popular,53.0,0.582,0.508,0.47,0.45,estimate
Canada,north_america,climbing,niche,58.4,0.503,0.296,0.695,0.12,estimate
Canada,north_america,athletics,popular,53.9,0.626,0.596,0.392,0.48,estimate
Canada,north_america,triathlon,niche,53.5,0.413,0.315,0.525,0.14,estimate
Canada,north_america,surfing,niche,52.4,0.441,0.397,0.432,0.22,estimate
Canada,north_america,golf,popular,50.9,0.644,0.652,0.33,0.72,estimate
Canada,north_america,boxing,popular,44.0,0.513,0.576,0.262,0.7,estimate
Canada,north_america,MMA,popular,45.6,0.503,0.635,0.181,0.66,estimate
Canada,north_america,gymnastics,niche,48.3,0.465,0.449,0.383,0.42,estimate
Canada,north_america,handball,niche,22.7,0.088,0.127,0.326,0.42,estimate
Canada,north_america,rowing,niche,48.9,0.335,0.273,0.47,0.18,estimate
Canada,north_america,skateboarding,niche,56.5,0.527,0.433,0.508,0.28,estimate
Canada,north_america,motorsport,popular,30.3,0.228,0.641,0.034,0.85,estimate
Mexico,latam,running / trail,niche,73.5,0.839,0.512,0.821,0.1,estimate
Mexico,latam,cycling,niche,62.4,0.732,0.6,0.556,0.35,estimate
Mexico,latam,swimming,niche,64.2,0.71,0.512,0.664,0.25,estimate
Mexico,latam,football,popular,55.8,0.822,0.976,0.146,0.88,estimate
Mexico,latam,fitness / gym,niche,69.8,0.758,0.352,0.89,0.08,estimate
Mexico,latam,padel,niche,58.0,0.498,0.346,0.61,0.15,estimate
Mexico,latam,tennis,popular,43.2,0.556,0.645,0.226,0.78,estimate
Mexico,latam,basketball,popular,45.0,0.595,0.714,0.19,0.78,estimate
Mexico,latam,volleyball,popular,54.9,0.595,0.571,0.385,0.45,estimate
Mexico,latam,climbing,niche,56.1,0.454,0.3,0.616,0.12,estimate
Mexico,latam,athletics,popular,51.6,0.577,0.6,0.312,0.48,estimate
Mexico,latam,triathlon,niche,51.1,0.364,0.319,0.439,0.14,estimate
Mexico,latam,surfing,niche,55.0,0.464,0.469,0.349,0.22,estimate
Mexico,latam,golf,popular,35.0,0.398,0.47,0.258,0.72,estimate
Mexico,latam,boxing,popular,45.0,0.508,0.622,0.2,0.7,estimate
Mexico,latam,MMA,popular,43.0,0.444,0.629,0.135,0.66,estimate
Mexico,latam,gymnastics,niche,46.0,0.416,0.453,0.304,0.42,estimate
Mexico,latam,handball,niche,35.2,0.251,0.333,0.254,0.42,estimate
Mexico,latam,rowing,niche,46.5,0.286,0.277,0.385,0.18,estimate
Mexico,latam,skateboarding,niche,49.8,0.416,0.378,0.422,0.28,estimate
Mexico,latam,motorsport,popular,30.9,0.207,0.672,0.024,0.85,estimate
Brazil,latam,running / trail,niche,74.0,0.848,0.536,0.805,0.1,estimate
Brazil,latam,cycling,niche,62.7,0.742,0.624,0.53,0.35,estimate
Brazil,latam,swimming,niche,64.6,0.72,0.536,0.641,0.25,estimate
Brazil,latam,football,popular,56.3,0.832,1.0,0.133,0.88,estimate
Brazil,latam,fitness / gym,niche,70.4,0.768,0.376,0.88,0.08,estimate
Brazil,latam,padel,niche,58.3,0.508,0.37,0.585,0.15,estimate
Brazil,latam,tennis,popular,43.7,0.566,0.669,0.209,0.78,estimate
Brazil,latam,basketball,popular,45.5,0.605,0.738,0.175,0.78,estimate
Brazil,latam,volleyball,popular,55.2,0.605,0.595,0.361,0.45,estimate
Brazil,latam,climbing,niche,56.5,0.464,0.324,0.592,0.12,estimate
Brazil,latam,athletics,popular,52.0,0.587,0.624,0.291,0.48,estimate
Brazil,latam,triathlon,niche,51.4,0.374,0.343,0.414,0.14,estimate
Brazil,latam,surfing,niche,55.4,0.474,0.493,0.326,0.22,estimate
Brazil,latam,golf,popular,35.5,0.408,0.494,0.239,0.72,estimate
Brazil,latam,boxing,popular,45.5,0.518,0.646,0.184,0.7,estimate
Brazil,latam,MMA,popular,43.6,0.454,0.653,0.124,0.66,estimate
Brazil,latam,gymnastics,niche,46.4,0.426,0.477,0.283,0.42,estimate
Brazil,latam,handball,niche,35.7,0.261,0.357,0.235,0.42,estimate
Brazil,latam,rowing,niche,46.8,0.296,0.301,0.361,0.18,estimate
Brazil,latam,skateboarding,niche,50.1,0.426,0.402,0.397,0.28,estimate
Brazil,latam,motorsport,popular,31.6,0.217,0.696,0.022,0.85,estimate
Australia,oceania,running / trail,niche,78.9,0.947,0.562,0.868,0.1,estimate
Australia,oceania,cycling,niche,67.5,0.828,0.638,0.642,0.35,estimate
Australia,oceania,swimming,niche,73.5,0.868,0.609,0.74,0.25,estimate
Australia,oceania,football,popular,46.3,0.714,0.821,0.197,0.88,estimate
Australia,oceania,fitness / gym,niche,72.2,0.826,0.363,0.921,0.08,estimate
Australia,oceania,padel,niche,51.8,0.432,0.23,0.692,0.15,estimate
Australia,oceania,tennis,popular,46.2,0.624,0.657,0.295,0.78,estimate
Australia,oceania,basketball,popular,48.9,0.677,0.739,0.252,0.78,estimate
Australia,oceania,volleyball,popular,53.8,0.601,0.523,0.473,0.45,estimate
Australia,oceania,climbing,niche,59.2,0.522,0.311,0.698,0.12,estimate
Australia,oceania,athletics,popular,54.8,0.645,0.612,0.395,0.48,estimate
Australia,oceania,triathlon,niche,54.3,0.432,0.331,0.529,0.14,estimate
Australia,oceania,surfing,niche,64.9,0.629,0.572,0.435,0.22,estimate
Australia,oceania,golf,popular,45.5,0.573,0.582,0.333,0.72,estimate
Australia,oceania,boxing,popular,42.9,0.504,0.565,0.264,0.7,estimate
Australia,oceania,MMA,popular,42.1,0.46,0.592,0.183,0.66,estimate
Australia,oceania,gymnastics,niche,49.2,0.484,0.464,0.386,0.42,estimate
Australia,oceania,handball,niche,30.9,0.213,0.244,0.329,0.42,estimate
Australia,oceania,rowing,niche,49.7,0.353,0.289,0.473,0.18,estimate
Australia,oceania,skateboarding,niche,53.1,0.484,0.39,0.511,0.28,estimate
Australia,oceania,motorsport,popular,31.1,0.247,0.657,0.035,0.85,estimate
India,south_asia,running / trail,niche,72.7,0.82,0.485,0.83,0.1,estimate
India,south_asia,cycling,niche,61.6,0.714,0.573,0.571,0.35,estimate
India,south_asia,swimming,niche,58.0,0.613,0.411,0.679,0.25,estimate
India,south_asia,football,popular,39.2,0.577,0.733,0.154,0.88,estimate
India,south_asia,fitness / gym,niche,68.9,0.74,0.325,0.897,0.08,estimate
India,south_asia,padel,niche,38.2,0.205,0.058,0.625,0.15,estimate
India,south_asia,tennis,popular,42.4,0.538,0.619,0.237,0.78,estimate
India,south_asia,basketball,popular,44.2,0.577,0.687,0.2,0.78,estimate
India,south_asia,volleyball,popular,49.8,0.515,0.485,0.4,0.45,estimate
India,south_asia,climbing,niche,42.6,0.251,0.098,0.632,0.12,estimate
